Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,HILLSBORO OR EV-10,253 SE 8th Ave,,Hillsboro,OR,97123,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.520578,-122.977431,2022-11-10,171615,2022-11-10 01:04:43 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HILLSBORO OR EV-9,253 SE 8th Ave,,Hillsboro,OR,97123,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.520369,-122.977767,2022-11-10,171616,2022-11-10 01:03:06 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HILLSBORO OR ITF #5,253 SE 8th Ave,,Hillsboro,OR,97123,,888-758-4389,T,2022-11-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.521503,-122.976585,2022-11-10,171617,2022-11-10 01:02:32 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HILLSBORO OR ITF #3,253 SE 8th Ave,,Hillsboro,OR,97123,,888-758-4389,T,2022-10-29,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.520462,-122.97761,2022-11-10,171618,2022-11-10 01:02:32 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,US BANCORP 5TH AVE GARAGE2,111 SW 5th Ave,,Portland,OR,97204,,888-758-4389,T,2022-09-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.522242,-122.675909,2022-11-10,171722,2022-11-10 00:41:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,UOP CHARGE LIBRARY 1,N Mocks Landing Rd,,Portland,OR,97203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.573067,-122.726775,2022-11-10,171817,2022-11-10 00:41:13 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,GS INDIGO LLC STATION 1,430 SW 13th Ave,,Portland,OR,97205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.522389,-122.684126,2022-11-10,171887,2022-11-10 00:48:55 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,OSH OSH2,Bobolink Way,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.938573,-123.005924,2022-11-10,171989,2022-11-10 00:46:45 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,OSH OSH 4,Bobolink Way,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.938634,-123.005815,2022-11-10,171990,2022-11-10 00:46:42 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,OSH OSH 3,Bobolink Way,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.938603,-123.005869,2022-11-10,171991,2022-11-10 00:46:42 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,CHARGEPOINT BW PORT 2A PORT 2B,1215 N Hayden Meadows Dr.,,Portland,OR,97217,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.593972,-122.680992,2022-11-10,172057,2022-11-10 00:47:56 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PARK AVENUE STATION 4,820 SW Morrison St,,Portland,OR,97205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.519462,-122.680845,2022-11-10,172062,2022-11-10 00:49:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PARK AVENUE STATION 2,727-789 SW Park Ave,,Portland,OR,97205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.519447,-122.680796,2022-11-10,172063,2022-11-10 00:49:52 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HASSALO GARAGE ASTER TOWER #1,1061 NE 9th Ave,,Portland,OR,97232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.530613,-122.656715,2022-11-10,172233,2022-11-10 00:45:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HIGHLANDCHEVRON WOODBURN EV 3-4,993 Lawson Ave,,Woodburn,OR,97071,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.150898,-122.87834,2022-11-10,172422,2022-11-10 00:45:11 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HASSALO GARAGE LLOYD 700 #2,1107 NE 9th Ave,,Portland,OR,97232,,888-758-4389,T,2022-10-08,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.530915,-122.658197,2022-11-10,172651,2022-11-10 00:45:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HASSALO GARAGE LLOYD 700 #1,1107 NE 9th Ave,,Portland,OR,97232,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.531173,-122.656725,2022-11-10,172652,2022-11-10 00:45:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,LBCC  LBCC DUAL 1,Ellingson Rd SW,,Albany,OR,97321,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.586126,-123.115473,2022-11-10,172990,2022-11-10 00:50:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,LBCC  LBCC DUAL 3,Ellingson Rd SW,,Albany,OR,97321,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.586123,-123.11532,2022-11-10,172991,2022-11-10 00:50:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,SOU SOU LOT 1 WEST,1554 Webster St,,Ashland,OR,97520,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.187588,-122.691912,2022-11-10,173115,2022-11-10 00:49:56 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,GRESHAM HONDA SHOP01,24999 SE Stark St,,Troutdale,OR,97060,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.519984,-122.406355,2022-11-10,173581,2022-11-10 00:54:13 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,SIMON WOODBURNOUTLET2,1001 N Arney Rd,,Woodburn,OR,97071,,888-758-4389,T,2022-09-17,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.158147,-122.876674,2022-11-10,173614,2022-11-10 00:54:45 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,CRPUD DEER ISLAND L2,64001 Columbia River Hwy,,Deer Island,OR,97054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.924725,-122.836774,2022-11-10,174368,2022-11-10 00:57:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,CRPUD DEER ISLAND DC1,64001 Columbia River Hwy,,Deer Island,OR,97054,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.924776,-122.83682,2022-11-10,174369,2022-11-10 00:57:59 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,RTEC EV COCC STATION 2,2324 SE College Loop,,Redmond,OR,97756,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.254288,-121.166157,2022-11-10,174496,2022-11-10 00:58:06 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 8,530 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.92594,-123.002417,2022-11-10,174511,2022-11-10 00:52:42 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 3,500 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.925888,-123.00255,2022-11-10,174512,2022-11-10 00:52:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 2,500 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.925896,-123.002754,2022-11-10,174513,2022-11-10 00:52:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 7,530 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.92586,-123.002316,2022-11-10,174514,2022-11-10 00:52:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 4,530 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.925882,-123.002816,2022-11-10,174515,2022-11-10 00:52:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 6,500 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.92569,-123.00229,2022-11-10,174516,2022-11-10 00:52:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,DAS OREGON AIRPORT RD 9,530 Airport Rd SE Lottery Overflow Lot,,Salem,OR,97301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.925934,-123.002512,2022-11-10,174517,2022-11-10 00:52:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,INDPNDNCE HOTEL STATION 1,201 Osprey Ln.,,Independence,OR,97351,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.851483,-123.182448,2022-11-10,174565,2022-11-10 00:57:23 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PACIFIC POWER STATION 4,274 SW 4th St,,Madras,OR,97741,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.632043,-121.130994,2022-11-10,174778,2022-11-10 01:00:01 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER STATION 2,274 SW 4th St,,Madras,OR,97741,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.632045,-121.13107,2022-11-10,174779,2022-11-10 01:00:01 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER STATION 5,274 SW 4th St,,Madras,OR,97741,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.632041,-121.131094,2022-11-10,174780,2022-11-10 01:00:01 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER STATION 1,274 SW 4th St,,Madras,OR,97741,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.632041,-121.131139,2022-11-10,174781,2022-11-10 00:59:59 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PACIFIC POWER BEND DCFC 3,70 NW Newport Ave,,Bend,OR,97703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.060972,-121.313351,2022-11-10,175245,2022-11-10 01:01:26 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER BEND DCFC 2,70 NW Newport Ave,,Bend,OR,97703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.060992,-121.313351,2022-11-10,175246,2022-11-10 01:01:26 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER BEND LEVEL 2,70 NW Newport Ave,,Bend,OR,97703,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.061019,-121.313271,2022-11-10,175247,2022-11-10 01:01:26 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PACIFIC POWER BEND DCFC 1,70 NW Newport Ave,,Bend,OR,97703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.061048,-121.313306,2022-11-10,175248,2022-11-10 00:57:28 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,NICHOLS LANDING HAMPTON INN 2,1 Nichols Pkwy,,Hood River,OR,97031,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.71087,-121.509224,2022-11-10,175527,2022-11-10 01:02:04 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,MERCEDES BENZ NC DELIVERY,2200 Martin Luther King Jr Blvd,,Eugene,OR,97401,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.059269,-123.078906,2022-11-10,175581,2022-11-10 01:02:33 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,MERCEDES BENZ CUSTOMER FACING,2200 Martin Luther King Jr Blvd,,Eugene,OR,97401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.059012,-123.078867,2022-11-10,175582,2022-11-10 01:02:33 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HILLSBORO OR ITF #1,299 SE 8th Ave,,Hillsboro,OR,97123,,888-758-4389,T,2022-11-02,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.52033,-122.97782,2022-11-10,175583,2022-11-10 01:02:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,PACIFIC POWER OTIS DCFC #4,1264 Salmon River Hwy,,Otis,OR,97368,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.019094,-123.948863,2022-11-10,175637,2022-11-10 01:02:25 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER OTIS DCFC #1,1264 Salmon River Hwy,,Otis,OR,97368,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.019088,-123.948884,2022-11-10,175638,2022-11-10 01:02:25 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER K-FALLS DCFC 4,Pine St N 6th Street,,Klamath Falls,OR,97601,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.225017,-121.78327,2022-11-10,181176,2022-11-10 01:04:39 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER K-FALLS DCFC 3,Pine St N 6th St,,Klamath Falls,OR,97601,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.224987,-121.783267,2022-11-10,181177,2022-11-10 01:04:39 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,PACIFIC POWER K-FALLS DCFC 2,Pine St N 6th St,,Klamath Falls,OR,97601,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.225011,-121.783291,2022-11-10,181178,2022-11-10 01:04:39 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0
ELEC,HILLSBORO OR LINCOLN #2,257 NE 2nd Ave,,Hillsboro,OR,97124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.524727,-122.98826,2022-11-10,181536,2022-11-10 01:04:23 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,OMIC STATION 2,32970 W Lane Rd,,Scappoose,OR,97056,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.766024,-122.865289,2022-11-10,181958,2022-11-10 01:05:57 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,SKIPANON STATION 01,79NE Skipanon Dr,,Warrenton,OR,97146,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.166632,-123.923633,2022-11-10,181969,2022-11-10 01:06:37 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,HILLSBORO OR HIDDEN CREEK 2,5100 NE Hidden Creek Drive,,Hillsboro,OR,97124,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.524129,-122.931799,2022-11-10,182150,2022-11-10 01:05:27 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,SANTACLARA 2,2585 River Rd,,Eugene,OR,97404,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.101846,-123.129826,2022-11-10,182292,2022-11-10 01:07:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,TEKTRONIX EV1 B19 EV STATION,13775-13883 SW Karl Braun Dr,,Beaverton,OR,97005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.500121,-122.818497,2022-11-10,182397,2022-11-10 00:43:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,MONTGOMERY PARK EAST,2349 NW 27th Ave,,Portland,OR,97210,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.538248,-122.707833,2022-11-10,182467,2022-11-10 00:47:38 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,MONTGOMERY PARK WEST,2349 NW 27th Ave,,Portland,OR,97210,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.538226,-122.707704,2022-11-10,182471,2022-11-10 00:47:42 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,WILSONVILLE STATION 1,27300 SW Parkway Ave,,Wilsonville,OR,97070,,888-758-4389,E,,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.322427,-122.76555,2022-11-10,182480,2022-11-10 00:47:48 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0
ELEC,CHPT CLACKAMAS 2,8500 SE Sunnyside Rd,,Clackamas,OR,97015,,888-758-4389,E,,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.431873,-122.57348,2022-11-10,182854,2022-11-10 00:54:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
