Fuel_Type_Code,Station_Name,City,State,Zip,Groups_With_Access_Code,Access_Days_Time,Latitude,Longitude
ELEC,POWERCHARGE FRONT SHOWROOM,Corvallis,OR,97330,Public,24 hours daily,44.575273,-123.259732
ELEC,Eastport Plaza,Portland,OR,97206,Public,24 hours daily,45.493247,-122.577501
ELEC,RV Building,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3993036,-122.6520568
ELEC,Local Government Center,Salem,OR,97301,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.9387087,-123.0259577
ELEC,"Walmart 1784 - Salem, OR",Salem,OR,97305,Public,24 hours daily,44.9655,-122.98536
ELEC,PACIFIC POWER STATION 3,Madras,OR,97741,Public,24 hours daily,44.632045,-121.131019
ELEC,47th Avenue Parking,Portland,OR,97213,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.528816,-122.614195
ELEC,Crystal Creek Professional Building,Gresham,OR,97030,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.504779,-122.422629
ELEC,Resonance Wines Tasting Room - Tesla Destination,Carlton,OR,97111,Public - Call ahead,24 hours daily; for customer use only,45.290796,-123.238097
ELEC,Taylor & Taylor Realty Co. - Tesla Destination,Lincoln City,OR,97367,Public,24 hours daily,44.993604,-124.006882
ELEC,Elk Cove Vineyards - Tesla Destination,Gaston,OR,97119,Public - Call ahead,24 hours daily; for customer use only,45.415886,-123.183277
ELEC,Headlands Coastal Lodge & Spa - Tesla Destination,Pacific City,OR,97135,Public,24 hours daily; for customer use only; see front desk for access,45.216234,-123.970799
ELEC,Lewis & Clark College - Tesla Destination,Lake Oswego,OR,97219,Public,24 hours daily,45.450404,-122.669338
ELEC,Overleaf Lodge & Spa - Tesla Destination,Yachats,OR,97498,Public,24 hours daily; for customer use only; see front desk for access,44.32441,-124.103398
ELEC,WSHCO. PUBLIC PSB P3,Hillsboro,OR,97124,Public,24 hours daily,45.523668,-122.989956
ELEC,Walgreens #15927,Happy Valley,OR,97015,Public,8am-10pm daily,45.430286,-122.539766
ELEC,Walgreens #6831,Hillsboro,OR,97124,Public,8am-12am daily,45.535322,-122.90696
ELEC,Walgreens #13780,Hillsboro,OR,97124,Public,8am-10pm daily,45.52018,-122.97503
ELEC,Cascade Station,Portland,OR,97220,Public,6am-12am daily,45.573273,-122.557421
ELEC,Walgreens #5910,Troutdale,OR,97060,Public,8am-10pm daily,45.519322,-122.399424
ELEC,Walgreens #9491,Milwaukie,OR,97222,Public,8am-11pm daily,45.444009,-122.629551
ELEC,Walgreens #13727,Gladstone,OR,97027,Public,8am-10pm daily,45.37554,-122.601366
ELEC,Walgreens #15071,Portland,OR,97229,Public,8am-10pm daily,45.526404,-122.814925
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.436873,-122.574743
ELEC,City of Tigard Library,Tigard,OR,97223,Public,6am-12pm daily,45.422242,-122.765509
ELEC,Kaiser - Beaverton Medical Office,Beaverton,OR,97005,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4813964,-122.7827313
ELEC,Northern Wasco County People's Utility District,The Dalles,OR,97058,Public,24 hours daily,45.615814,-121.198541
ELEC,OTEC HARNEY CHAMBER,Burns,OR,97720,TEMPORARILY UNAVAILABLE (Public),24 hours daily,43.589646,-119.055316
ELEC,PACIFIC POWER BEND DCFC 4,Bend,OR,97703,Public,24 hours daily,44.060949,-121.313346
ELEC,PGE PGESE29THAVE,Portland,OR,97202,Public,24 hours daily,45.502903,-122.635526
ELEC,Fort George Brewery,Astoria,OR,97103,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,46.18874,-123.827392
ELEC,EOLA Hills Winery,Rickreall,OR,97371,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.9262978833,-123.22965135
ELEC,"Walgreens - Salem, OR #4257",Salem,OR,97302,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.890664,-123.033902
ELEC,Nike - Michael Jordan,Beaverton,OR,97005,Private,For employee use only,45.505208,-122.82908
ELEC,Nike - Airport,Hillsboro,OR,97124,Private,For employee use only,45.540462,-122.941124
ELEC,Nike - LeBron,Beaverton,OR,97005,Private,For employee use only,45.513132,-122.830253
ELEC,"Walgreens - Salem, OR #9650",Salem,OR,97304,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.9484386,-123.051336
ELEC,"Walmart 5935 - Tigard, OR",Tigard,OR,97223,Public,24 hours daily,45.43267,-122.75368
ELEC,NICHOLS LANDING HAMPTON INN 1,Hood River,OR,97031,Public,24 hours daily,45.710867,-121.509306
ELEC,Idiot’s Grace Wines,Mosier,OR,97040,Public,Winery business hours,45.688462,-121.378041
ELEC,Mt. Bachelor Westside Village,Bend,OR,97702,Public,Open during parking lot hours,44.00375,-121.679284
ELEC,MERCEDES BENZ INVENTORY STOR,Eugene,OR,97401,Public,24 hours daily,44.059268,-123.07891
ELEC,HILLSBORO OR ITF #4,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520355,-122.97785
ELEC,HILLSBORO OR ITF #2,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520287,-122.97787
ELEC,University of Oregon - Erb Memorial Union,Eugene,OR,97403,Public,Permit required,44.043839,-123.074429
ELEC,PACIFIC POWER OTIS DCFC #2,Otis,OR,97368,Public,24 hours daily,45.032427,-123.926918
ELEC,PACIFIC POWER OTIS DCFC #3,Otis,OR,97368,Public,24 hours daily,45.019088,-123.948959
ELEC,PGE PGESE35THPL,Portland,OR,97202,Public,24 hours daily,45.504112,-122.627237
ELEC,OSU FAIRBANKS NORTH,Corvallis,OR,97331,Public,24 hours daily,44.56491,-123.280555
ELEC,TROON VINEYARD EV STATION 1,Grants Pass,OR,97527,Public,24 hours daily,42.305276,-123.220003
ELEC,Murray Business Center,Beaverton,OR,97005,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.494872,-122.82906
ELEC,Touchmark in the West Hills,Portland,OR,97225,Public,24 hours daily,45.513606,-122.759914
ELEC,Realty Trust Group,Portland,OR,97215,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.512306,-122.611223
ELEC,Independence - Osprey Lane Parking Lot,Independence,OR,97351,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.851535,-123.18366
ELEC,"Fred Meyer 40 (Portland, OR)",Portland,OR,97219,Public,24 hours daily,45.47058,-122.6917
ELEC,OSU NEWPORT SOUTH,Newport,OR,97365,Public,24 hours daily,44.621807,-124.04715
ELEC,OSU NEWPORT NORTH,Newport,OR,97366,Public,24 hours daily,44.62184,-124.047104
ELEC,DAS OREGON AIRPORT RD 1,Salem,OR,97301,Public,24 hours daily,44.925891,-123.002688
ELEC,Willamette Heritage Center,Salem,OR,97301,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.934815,-123.026732
ELEC,Sunny Ridge RV Park,Jordan Valley,OR,97910,Private,9am-5pm daily; after hours by appointment; Drivers must bring their own J1772 cordset for Level 1 charging,42.976882,-117.063047
ELEC,City  Hall Parking Lot,Cottage Grove,OR,97424,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,43.7970606,-123.0636059
ELEC,Vista De Rosas,Portland,OR,97218,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.56223,-122.591429
ELEC,Redmond - Fred Meyer,Redmond,OR,97756,Public,24 hours daily,44.26766,-121.17681
ELEC,THE WYATT SPACE 107,Portland,OR,97209,Public,24 hours daily,45.530968,-122.683951
ELEC,FLATS EV 1 FLATS AT CHASE,Eugene,OR,97401,Public,24 hours daily,44.057642,-123.060739
ELEC,531008 : Montgomery Park,Portland,OR,97210,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.5375454,-122.7078005
ELEC,Standard Insurance Company,Portland,OR,97204,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.516192,-122.679482
ELEC,FRED MEYER - #600 Hollywood,Portland,OR,97232,TEMPORARILY UNAVAILABLE (Public),MON: 12:00am-11:58pm | TUE: 12:00am-11:58pm | WED: 12:00am-11:58pm | THU: 12:00am-11:58pm | FRI: 12:00am-11:58pm | SAT: 12:00am-11:58pm | SUN: 12:00am-11:58pm,45.533816,-122.634641
ELEC,WORTHY WORTHY-1,Bend,OR,97701,Public,24 hours daily,44.055603,-121.26036
ELEC,The Resort at Seaside,Seaside,OR,97138,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.9924065,-123.9295638
ELEC,The Grateful Vineyard,Mt. Hood,OR,97041,Public,4pm-8pm M-F; 2pm-8pm Sat-Sun,45.536521,-121.621517
ELEC,Days Inn & Suites by Wyndham Gresham,Gresham,OR,97030,Public,24 hours daily; for customer use only; see front desk for access,45.518271,-122.413781
ELEC,PARK PARK STATION,The Dalles,OR,97058,Public,24 hours daily,45.603197,-121.183092
ELEC,"Lake Oswego OR1-110 (Lake Oswego, OR)",Lake Oswego,OR,97034,Public,24 hours daily,45.42054,-122.66756
ELEC,PACIFIC POWER K-FALLS LEVEL 2,Klamath Falls,OR,97601,Public,24 hours daily,42.225021,-121.783259
ELEC,PACIFIC POWER K-FALLS DCFC 1,Klamath Falls,OR,97601,Public,24 hours daily,42.225021,-121.783323
ELEC,G.S.H.C.S. STATION 1,Hermiston,OR,97838,Public,24 hours daily,45.846588,-119.310925
ELEC,LPF Pearl West,Portland,OR,97209,Private,24 hours daily,45.527917,-122.685873
ELEC,Ontario Market Place - Tesla Supercharger,Ontario,OR,97914,Public,24 hours daily; for Tesla use only,44.025581,-116.942111
ELEC,CRPUD BEST WESTERN L2,St. Helens,OR,97051,Public,24 hours daily,45.852062,-122.8295
ELEC,GHS STATION 1,Gresham,OR,97030,Public,24 hours daily,45.50538,-122.429832
ELEC,WR EV STATION WR EV STATION,Enterprise,OR,97828,Public,24 hours daily,45.428658,-117.27618
ELEC,Astoria Aquatic Center,Astoira,OR,97103,Public,MO: 06:00am-10:00pm; TU: 06:00am-10:00pm; WE: 06:00am-10:00pm; TH: 06:00am-10:00pm; FR: 06:00am-10:00pm; SA: 06:00am-10:00pm; SU: 06:00am-10:00pm,46.1890941,-123.8207908
ELEC,HILLSBORO OR SHUTE LIBRARY,Hillsboro,OR,97123,Public,24 hours daily,45.51441,-122.974525
ELEC,HILLSBORO OR LINCOLN #1,Hillsboro,OR,97124,Public,24 hours daily,45.524704,-122.98821
ELEC,MCMINNVILLE MCMINNVILLE,McMinnville,OR,97128,Public,24 hours daily,45.201768,-123.161267
ELEC,Bjornson Vineyard,Salem,OR,97304,Public,Tasting room hours; for guest use only,45.05878,-123.105432
ELEC,Carl's Jr - Truckman Way,Keizer,OR,97303,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.048839,-122.976134
ELEC,North Plains Veteran's Park,North Plains,OR,97133,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.592584,-122.999405
ELEC,Target - Tesla Supercharger,Medford,OR,97504,Public,24 hours daily; for Tesla use only,42.347999,-122.878817
ELEC,Target - Tesla Supercharger,Salem,OR,97301,Public,24 hours daily; for Tesla use only,44.938943,-122.987909
ELEC,Target - Tesla Supercharger,Beaverton,OR,97006,Public,24 hours daily; for Tesla use only,45.538525,-122.866136
ELEC,"Target T0346 - Clackamas, OR",Clackamas,OR,97015,Public,24 hours daily,45.43203,-122.57103
ELEC,Ride Connection,Portland,OR,97213,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.527667,-122.611485
ELEC,Black Butte Ranch - Tesla Destination,Sisters,OR,97759,Public,24 hours daily; for customer use only; see front desk for access,44.377984,-121.653139
ELEC,Hampton Inn Clackamas - Tesla Destination,Clackamas,OR,97015,Public,24 hours daily; for customer use only; see front desk for access,45.408675,-122.570476
ELEC,OCP - Tesla Destination,Portland,OR,97213,Public,24 hours daily; for customer use only; see front desk for access,45.529308,-122.60666
ELEC,Tillamook Creamery - Tesla Destination,Tillamook,OR,97141,Public,24 hours daily; for customer use only; see front desk for access,45.483814,-123.842151
ELEC,Town of Mitchell - Tesla Destination,Mitchell,OR,97750,Public,24 hours daily; for customer use only; see front desk for access,44.566511,-120.154271
ELEC,Wildlife Blocks - Tesla Destination,Portland,OR,97232,Public,24 hours daily; for customer use only; see front desk for access,45.526178,-122.657136
ELEC,"Simon Woodburn Premium Outlets (Woodburn, OR)",Woodburn,OR,97071,Public,24 hours daily,45.15742,-122.87591
ELEC,Providence - Newberg Medical Center - North,Newberg,OR,97132,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.308899,-122.93359
ELEC,Providence - Newberg Medical Center - South,Newberg,OR,97132,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.308144,-122.933351
ELEC,Moda Center-City Garages (West Garage),Portland,OR,97227,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.533276,-122.669162
ELEC,Moda Center-City Garages (East Garage),Portland,OR,97227,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.533276,-122.668243
ELEC,Church Extension Plan,Salem,OR,97302,Public,24 hours daily,44.893282,-123.001131
ELEC,Newberg Ford,Newberg,OR,97132,Public,Dealership business hours,45.307987,-122.940051
ELEC,Newberg Chevrolet,Newberg,OR,97132,Public,Dealership business hours,45.304287,-122.952076
ELEC,Christ Episcopal Church,St. Helens,OR,97051,Public,24 hours daily,45.844697,-122.839127
ELEC,Native American Youth and Family Center,Portland,OR,97218,TEMPORARILY UNAVAILABLE (Public),MON: 7:00am-10:00pm | TUE: 7:00am-10:00pm | WED: 7:00am-10:00pm | THU: 7:00am-10:00pm | FRI: 7:00am-10:00pm | SAT: 7:00am-10:00pm | SUN: 7:00am-10:00pm,45.570467,-122.609239
ELEC,SKIPANON STATION 02,Warrenton,OR,97146,Public,24 hours daily,46.166625,-123.923713
ELEC,Sutherlin Dairy Queen,Sutherlin,OR,97479,Public,24 hours daily,43.3868,-123.33938
ELEC,"Target T0612 - Springfield, OR",Springfield,OR,97477,Public,24 hours daily,44.07104,-123.04522
ELEC,HILLSBORO OR HIDDEN CREEK 1,Hillsboro,OR,97124,Public,24 hours daily,45.524172,-122.931475
ELEC,Electric Ave,Portland,OR,97204,Public,24 hours daily,45.515862,-122.675005
ELEC,RIVERHOUSE 1 RIVERHOUSE EV,Bend,OR,97701,Public,24 hours daily,44.08,-121.3054
ELEC,LEVEL 1 GARAGE CAR CHARGER 2,Portland,OR,97214,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.519058,-122.653366
ELEC,ENTERPRISE ELEC STATION 1,Enterprise,OR,97828,Public,24 hours daily,45.41896,-117.276739
ELEC,Mountain Mike's Pizza,Roseburg,OR,97471,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,43.21415,-123.356965
ELEC,SANTACLARA 1,Eugene,OR,97404,Public,24 hours daily,44.101846,-123.129867
ELEC,HILLSBORO OR MAIN ST 2,Hillsboro,OR,97123,Public,24 hours daily,45.522609,-122.988779
ELEC,HILLSBORO OR EV-7,Hillsboro,OR,97123,Public,24 hours daily,45.520572,-122.977404
ELEC,HILLSBORO OR EV-12,Hillsboro,OR,97123,Public,24 hours daily,45.520366,-122.977895
ELEC,HILLSBORO OR EV-11,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520263,-122.977802
ELEC,HILLSBORO OR EV-6,Hillsboro,OR,97123,Public,24 hours daily,45.520581,-122.977408
ELEC,HILLSBORO OR EV-13,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520246,-122.977875
ELEC,HILLSBORO OR EV-10,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520578,-122.977431
ELEC,HILLSBORO OR EV-9,Hillsboro,OR,97123,Public,24 hours daily,45.520369,-122.977767
ELEC,HILLSBORO OR ITF #5,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.521503,-122.976585
ELEC,HILLSBORO OR ITF #3,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.520462,-122.97761
ELEC,US BANCORP 5TH AVE GARAGE2,Portland,OR,97204,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.522242,-122.675909
ELEC,UOP CHARGE LIBRARY 1,Portland,OR,97203,Public,24 hours daily,45.573067,-122.726775
ELEC,GS INDIGO LLC STATION 1,Portland,OR,97205,Public,24 hours daily,45.522389,-122.684126
ELEC,OSH OSH2,Salem,OR,97301,Public,24 hours daily,44.938573,-123.005924
ELEC,OSH OSH 4,Salem,OR,97301,Public,24 hours daily,44.938634,-123.005815
ELEC,OSH OSH 3,Salem,OR,97301,Public,24 hours daily,44.938603,-123.005869
ELEC,CHARGEPOINT BW PORT 2A PORT 2B,Portland,OR,97217,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.593972,-122.680992
ELEC,PARK AVENUE STATION 4,Portland,OR,97205,Public,24 hours daily,45.519462,-122.680845
ELEC,PARK AVENUE STATION 2,Portland,OR,97205,Public,24 hours daily,45.519447,-122.680796
ELEC,HASSALO GARAGE ASTER TOWER #1,Portland,OR,97232,Public,24 hours daily,45.530613,-122.656715
ELEC,HIGHLANDCHEVRON WOODBURN EV 3-4,Woodburn,OR,97071,Public,24 hours daily,45.150898,-122.87834
ELEC,HASSALO GARAGE LLOYD 700 #2,Portland,OR,97232,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.530915,-122.658197
ELEC,HASSALO GARAGE LLOYD 700 #1,Portland,OR,97232,Public,24 hours daily,45.531173,-122.656725
ELEC,LBCC  LBCC DUAL 1,Albany,OR,97321,Public,24 hours daily,44.586126,-123.115473
ELEC,LBCC  LBCC DUAL 3,Albany,OR,97321,Public,24 hours daily,44.586123,-123.11532
ELEC,SOU SOU LOT 1 WEST,Ashland,OR,97520,Public,24 hours daily,42.187588,-122.691912
ELEC,GRESHAM HONDA SHOP01,Troutdale,OR,97060,Public,24 hours daily,45.519984,-122.406355
ELEC,SIMON WOODBURNOUTLET2,Woodburn,OR,97071,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.158147,-122.876674
ELEC,CRPUD DEER ISLAND L2,Deer Island,OR,97054,Public,24 hours daily,45.924725,-122.836774
ELEC,CRPUD DEER ISLAND DC1,Deer Island,OR,97054,Public,24 hours daily,45.924776,-122.83682
ELEC,RTEC EV COCC STATION 2,Redmond,OR,97756,Public,24 hours daily,44.254288,-121.166157
ELEC,DAS OREGON AIRPORT RD 8,Salem,OR,97301,Public,24 hours daily,44.92594,-123.002417
ELEC,DAS OREGON AIRPORT RD 3,Salem,OR,97301,Public,24 hours daily,44.925888,-123.00255
ELEC,DAS OREGON AIRPORT RD 2,Salem,OR,97301,Public,24 hours daily,44.925896,-123.002754
ELEC,DAS OREGON AIRPORT RD 7,Salem,OR,97301,Public,24 hours daily,44.92586,-123.002316
ELEC,DAS OREGON AIRPORT RD 4,Salem,OR,97301,Public,24 hours daily,44.925882,-123.002816
ELEC,DAS OREGON AIRPORT RD 6,Salem,OR,97301,Public,24 hours daily,44.92569,-123.00229
ELEC,DAS OREGON AIRPORT RD 9,Salem,OR,97301,Public,24 hours daily,44.925934,-123.002512
ELEC,INDPNDNCE HOTEL STATION 1,Independence,OR,97351,Public,24 hours daily,44.851483,-123.182448
ELEC,PACIFIC POWER STATION 4,Madras,OR,97741,Public,24 hours daily,44.632043,-121.130994
ELEC,PACIFIC POWER STATION 2,Madras,OR,97741,Public,24 hours daily,44.632045,-121.13107
ELEC,PACIFIC POWER STATION 5,Madras,OR,97741,Public,24 hours daily,44.632041,-121.131094
ELEC,PACIFIC POWER STATION 1,Madras,OR,97741,Public,24 hours daily,44.632041,-121.131139
ELEC,PACIFIC POWER BEND DCFC 3,Bend,OR,97703,Public,24 hours daily,44.060972,-121.313351
ELEC,PACIFIC POWER BEND DCFC 2,Bend,OR,97703,Public,24 hours daily,44.060992,-121.313351
ELEC,PACIFIC POWER BEND LEVEL 2,Bend,OR,97703,Public,24 hours daily,44.061019,-121.313271
ELEC,PACIFIC POWER BEND DCFC 1,Bend,OR,97703,Public,24 hours daily,44.061048,-121.313306
ELEC,NICHOLS LANDING HAMPTON INN 2,Hood River,OR,97031,Public,24 hours daily,45.71087,-121.509224
ELEC,MERCEDES BENZ NC DELIVERY,Eugene,OR,97401,Public,24 hours daily,44.059269,-123.078906
ELEC,MERCEDES BENZ CUSTOMER FACING,Eugene,OR,97401,Public,24 hours daily,44.059012,-123.078867
ELEC,HILLSBORO OR ITF #1,Hillsboro,OR,97123,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.52033,-122.97782
ELEC,PACIFIC POWER OTIS DCFC #4,Otis,OR,97368,Public,24 hours daily,45.019094,-123.948863
ELEC,PACIFIC POWER OTIS DCFC #1,Otis,OR,97368,Public,24 hours daily,45.019088,-123.948884
ELEC,PACIFIC POWER K-FALLS DCFC 4,Klamath Falls,OR,97601,Public,24 hours daily,42.225017,-121.78327
ELEC,PACIFIC POWER K-FALLS DCFC 3,Klamath Falls,OR,97601,Public,24 hours daily,42.224987,-121.783267
ELEC,PACIFIC POWER K-FALLS DCFC 2,Klamath Falls,OR,97601,Public,24 hours daily,42.225011,-121.783291
ELEC,HILLSBORO OR LINCOLN #2,Hillsboro,OR,97124,Public,24 hours daily,45.524727,-122.98826
ELEC,OMIC STATION 2,Scappoose,OR,97056,Public,24 hours daily,45.766024,-122.865289
ELEC,SKIPANON STATION 01,Warrenton,OR,97146,Public,24 hours daily,46.166632,-123.923633
ELEC,HILLSBORO OR HIDDEN CREEK 2,Hillsboro,OR,97124,Public,24 hours daily,45.524129,-122.931799
ELEC,SANTACLARA 2,Eugene,OR,97404,Public,24 hours daily,44.101846,-123.129826
ELEC,TEKTRONIX EV1 B19 EV STATION,Beaverton,OR,97005,Public,24 hours daily,45.500121,-122.818497
ELEC,MONTGOMERY PARK EAST,Portland,OR,97210,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.538248,-122.707833
ELEC,MONTGOMERY PARK WEST,Portland,OR,97210,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.538226,-122.707704
ELEC,WILSONVILLE STATION 1,Wilsonville,OR,97070,Public,Mon 5:00pm - 12:00am; Tue 5:00pm - 12:00am; Wed 5:00pm - 12:00am; Thu 5:00pm - 12:00am; Fri 5:00pm - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,45.322427,-122.76555
ELEC,CHPT CLACKAMAS 2,Clackamas,OR,97015,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.431873,-122.57348
ELEC,CHPT CLACKAMAS 1,Clackamas,OR,97015,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.431944,-122.573458
ELEC,CHPT BEAVERTON 1,Beaverton,OR,97005,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.492129,-122.789997
ELEC,CHPT BEAVERTON 2,Beaverton,OR,97005,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.492611,-122.789595
ELEC,CHPT HILLSBORO 3,Hillsboro,OR,97124,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.53592,-122.901371
ELEC,CHPT HILLSBORO 4,Hillsboro,OR,97124,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.535831,-122.901862
ELEC,CHPT HILLSBORO 2,Hillsboro,OR,97124,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.536169,-122.901447
ELEC,CHPT HILLSBORO 1,Hillsboro,OR,97124,Public,Mon 7:00am - 10:00pm; Tue 7:00am - 10:00pm; Wed 7:00am - 10:00pm; Thu 7:00am - 10:00pm; Fri 7:00am - 10:00pm; Sat 7:00am - 10:00pm; Sun 7:00am - 10:00pm,45.536115,-122.901442
ELEC,ACKERLYSH STATION 1,Sherwood,OR,97140,Public,24 hours daily,45.36721,-122.85102
ELEC,ACKERLYSH STATION 2,Sherwood,OR,97140,Public,24 hours daily,45.36717,-122.85105
ELEC,CENTURY PICEA,Hillsboro,OR,97124,Public,24 hours daily,45.564642,-122.90935
ELEC,CENTURY SEQUOIADENDRON,Hillsboro,OR,97124,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.564537,-122.909538
